tweet,hashtags
ممتاز وزير الصحة ، خبرة و تعاطي محنك مع الازمة و اهم شي المحافظة على علاقاتنا السياسية و ما نخلي الكورونا يخربها . انشالله ما ينعدي منه وزير الداخلية و يصير يطلب من المجرمين بالسجون يحلفوا اليمين انه ما بعيدوها و بيبعتهم على البيت . الله يستر #صحتنا_خط_احمر #لبنان_ينتفض,"['#صحتنا_خط_احمر', '#لبنان_ينتفض']"
قال سعادته لمعاليها انتوا فاسدين بملف الكهرباء ، ردت عليه و انتوا ما شايفين فسادكم بالنفط؟ قامت القاضية عون أوقفت شربل خوري #القضاء_خط_احمر #لبنان_ينتفض,"['#القضاء_خط_احمر', '#لبنان_ينتفض']"
يا ريت بعض القضاة يركزوا على الاموال المنهوبة و السرقات و احتقار القانون من قبل السلطة متل ما يركزوا على كلمات بالسوشال ميديا . بنبعتلكن خطابات رؤساكن كيف عم يحكوا عن فساد البلد ؟عذبتوا حالكم باستجوابهم ؟ #القضاء_خط_احمر #لبنان__ينتفض,"['#القضاء_خط_احمر', '#لبنان__ينتفض']"
Its. Communications teams from abroad joining beirut office for a workshop . pic.twitter.com/cdDVlClxXM,[]
من ٤٥ سنة الشعب اللبناني يتعرض للاغتصاب و انقسم أربعة انواع.نوع و هو قلة قليلة قاوم بشدة و ما زال.نوع رفض و لكنه خاف من المقاومة فخضع.نوع تم تخديره و نوع استمتع. اليوم،الاول ما زال يقاوم الثاني كسر الخوف الثالث يستفيق من التخدير و الرابع ما زال مستمتعا #انا_خط_احمر #لبنان__ينتفض,"['#انا_خط_احمر', '#لبنان__ينتفض']"
قال جاية الجراد على لبنان لياكل الأخضر و اليابس. المساكين مش عارفين انه الجراد يللي عنا ما ترك لا اخضر و لا يابس . و على فكرة ال٦ دولار واتساب يللي نزلوا الناس على الشارع كانوا بوقتها ٩٠٠٠ ليرة اليوم صاروا ١٥٠٠٠ ليرة و فضي الشارع . شعب مغروم بالجراد #انا_خط_احمر #لبنان__ينتفض,"['#انا_خط_احمر', '#لبنان__ينتفض']"
ايران عم بتسجل حالات وفيات و تصاعد مخيف للإصابة بالكورونا ، بس ما في ابن مرا بهالدولة  رح يسترجي يقرر وقف الرحلات من ايران و كل واحد ممكن يفكر بكون عميل خائن عم يخدم الإمبريالية و  الصهيونية ،بموت نص الشعب اللبناني بس المهم نقدر نعمل تماثيل كرمال القضية #انا_خط_احمر #لبنان_ينتفض,"['#انا_خط_احمر', '#لبنان_ينتفض']"
ببرنامج #فساد_بفساد على الlbc تقرير بالصوت و الصورة و شهادة المهرب يللي بمر كل اليوم عبر المعابر الشرعية عبر رشوة القوة الامنية و قادتهم و بكل سهولة . خبر ببلد طبيعي يؤدي لسجن العشرات مع وزراء و قادة قوى أمنية بس بلبنان فدى الزعيم #انا_خط_احمر #لبنان_ينتفض,"['#فساد_بفساد', '#انا_خط_احمر', '#لبنان_ينتفض']"
معالي وزير الأشغال ، اذا بتريد على طريقك على المطار ممكن تمرق عند دبوس دقيقتين تشتريلك شوية سنادات بواب بدل الحدايد المكسرة يللي بتسندوا فيها الأبواب نحنا و طالعين من الطيارة بما انه مدير المطار مش فاضي لهيك تفاصيل و هيدا اول منظر بشوفوا السواح تفاصيل.#انا_خط_احمر #لبنان_ينتفض pic.twitter.com/MHyY50JdrV,"['#انا_خط_احمر', '#لبنان_ينتفض']"
هني أربعة أطراف شاركوا بتدمير البلد. يللي حمى السارق ، و يللي سرق، و يللي شارك و يللي شاف و طنش . و كلن لازم يتحاكموا و خلصونا من عبادة الأشخاص #انا_خط_احمر #لبنان_ينتفض,"['#انا_خط_احمر', '#لبنان_ينتفض']"
كل الليل عم بدعي ما يمرقوا  شباب التيار من حد شي صيدلية و هني راجعين من احتجاجات مصرف لبنان و يروح شي كم واحد يشربوا زيت سمك و يتذكروا الماضي و مصايبه  و يروحوا طالعين ليعتصموا امام القصر الجمهوري . بس الحمدلله الله استجاب لدعواتي و ما حدا تذكر #المخ_خط_احمر #لبنان__ينتفض,"['#المخ_خط_احمر', '#لبنان__ينتفض']"
"هني مين ؟؟ رح موت لأتعرف عليهم و اعرف مين هال ""هني"" يللي سارقين و خاربين البلد . عون قال ""هني "" ما خللوا يحارب الفساد . الحريري قال ""هني""كانوا عم يحاربوا  . السيد حسن قال ""هني"" الفساد و أوصلوا البلد لهون . و ""هني"" نفسهم منعوا بري من تطوير البلد .و ""هني""جننوا جنبلاط. ""هني"" مييين؟",[]
اليوم التيار الوطني الحر ، يعني التيار الحاكم بالبلد ، يللي بيملك هو و حلفائه كامل القرار بمجلس النواب و كامل القرار بمجلس الوزراء و بيملك القصر الجمهوري بالكامل ، عم يعتصم للمطالبة بكشف اسماء محولي الاموال للخارج . بس هيك ما في تتمة للحديث ، لبنان بيوقف هون .,[]
 https://www.facebook.com/512422838/posts/10157534187927839/?d=n …,[]
وعد مني ستنا بس تنزلي من الكوكب تبعك بنخبرك ، بس معك حق ما فينا نتخيل وين معقول نصير لإن اضرب من هيك مافي بس لنعرف شو في بعد الموت ممكن نعرف شو كان حيصير فينا لو ما فخامته الله يطول بعمرو و يخللي فوق راسنا pic.twitter.com/BCRSfqO6JL,[]
لا يمكن مقاومة اسرائيل بشعوب جائعة تصل الى الكفر بالقضية الاساسية بسبب عيشها في جو من الفساد و الفقر و الجوع و كل من اوصل اللبنانيين و العرب الى هذا المستوى ان كان شريكا للفساد او ساهم بحمايته او سمح به هو العميل الاساسي الذي يقتل المقاومة ولو تباهى بغير ذلك .,[]
طب ناطرين لنشوف.الله يوفق,[]
معك حق كتير ذكاء سياسي انه نستقبل اكتر دولة مقاطعة اقتصاديا بالعالم و نصنف نفسنا بحلف مقاطع و نحنا دولة مفلسة ممتاز,[]
اخلاقيا ،و هي بعيدة كتير عن تربايتكن ،بدكن تدفعوا اليوروبوند خوفا من المستثمر الاجنبي و حفاظا على سمعة لبنان و مش خايفين من الامعاء الخاوية لشعب مذلول على باب المصارف و المستشفيات؟ما بتعتقدوا انه اي دولار فيكن توفروا لازم يروح لهالشعب ؟ او خلص تركتوا الجثة للنهش و رحتوا ؟,[]
شو الرسالة السياسية خلف انه يكون لاريجاني اول زائر دولي للبنان بعد الحكومة الجديدة ؟ تأكيد انه لبنان اصبح في هذا الحلف بشكل نهائي ؟,[]
MEA المملوكة من الدولة اللبنانية اعلنت  انه الليرة اللبنانية زبالة و مظبوط مالكنا الرئيسي مصرف لبنان سرقلكن دولاراتكن بس يا بتنقبروا بتدفعوا بالدولار يا ندفسوا خليكن بلبنان و بس تقولوا اولادنا فدا صرمايتك يا زعيم انقبروا يا بجم دفعوا حق الصرماية بالدولار و بعدين حطوها فوق راسكن .,[]
الثورة لازم ما تنسى الماضي  لتحافظ على فكرها يللي قام على سنين طويلة من الذل و السرقة بس صار لازم تبلش تفكر بشو لازم تعمل على المدى القصير و الطويل و كيف لازم تتحرك و تتوحد. المسؤولية كبيرة و المرحلة اختلفت و المنطق بيفرض نفسه و الثورة صار لازم تبلش تشتغل سياسة.#انا_خط_احمر,['#انا_خط_احمر']
كل الحديث عن اذا بندفع او ما بندفع اليوروبوند. حدا سأل ليه وصلنا لهون ؟ ليه ما تحركوا قبل شهر ؟ اذا دفعنا بآذار شو رح نعمل بنيسان و استحقاق حزيران ؟ مش رح نروح على default بوقتها ؟ بعد كل يللي صار حنكمل استخفاف بعقول الناس؟#صار_الوقت #انا_خط_احمر #لبنان_ينتفض,"['#صار_الوقت', '#انا_خط_احمر', '#لبنان_ينتفض']"
حكومة الاختصاصيين طالبوا اختصاصيين ليعرفوا شو لازم يعملوا .,[]
لتعرفوا كيف ادارة البلد . تاريخ دفع اليوروبوند محدد من سنوات . حكومة تصريف الاعمال اشتلغت على قاعدة نيرون ، حرق روما . رئيس الحكومة تكلف من شهرين و الوزراء من شهر و ما تحركوا الا ما انتهت المدة القانونية لطلب اعادة الهيكلة ليحطونا تحت الامر الواقع و الدفع مجددا من اموال المودعين,[]
لان وقت كان في حكومة كنا عايشين بالجنة و كل شي ممتاز يمكن بلا حكومة يعني بلا سرقة نوفر بعدين صرلنا عم بنقاوم اسرائيل ٥٠ سنة و ما استرجعنا شبر بفلسطين خطابك بيعني انه نستسلم كمان ؟,[]
انت اعلم نحنا بندفع من جيبتنا اذا حابب بنبعتلك شي شكلك عم بتلطش تكرم عينك عم بنجمع من بعض ببعتلة شي بس خليك على موقفك لانك عم بتضيع وقت تهاجمنا اكتر من السلطة واضح لشو موجود هون,[]
طالما في شعب في امل بس توقعت يكون في صحوة ضمير من البعض,[]
و قناعات الشعب وليد بيك و تصريحات نوابك و تبنيكم الثورة ؟ كلهم راحوا باتصال من الرئيس بري نسينا الشعب و البلد؟,[]
كتبت تغريدة قبل حذها لاتأكد منها و تأكدت . كتلة وليد جنبلاط امنت النصاب للجلسة . انجاز جديد للبيك بمواجهة شعبه . #كرامتنا_خط_احمر #لبنان_ينتفض,"['#كرامتنا_خط_احمر', '#لبنان_ينتفض']"
هي يا دولة الرئيس مش شو على بالنا نعمل ، هي كيف بدنا نعمل ، وين الخطة؟ بلد عم بموت سريريا بدل ما نجيب اهم طبيب بالعالم جبتوا نجار و حداد و بياع ورود.,[]
موقف منيح لمرة ، نقول وقف مع الشعب بس معك حق ما بفوتوا الا تاريخ وسخ,[]
نواب الشعب عم يتهربوا بسيارات الامن على الدراجات النارية بسيارات الاسعاف بكل الطرق بس اكيد تاركين كرامتهم برا,[]
بين حجارة الخندق و اعتداء القوى الامنية ما في احلى من حضارة شباب الخندق pic.twitter.com/JKztCqHQEv,[]
و الله فوت على الفاسبوك تبعي بشوف live انا وين بس انت شكلك بزقاق البلاط من جوا عم تراشقنا حجار,[]
😂😂😂😂😂😂😂ايه معهم دولارات اد ما بدك بيطبعوا على قولتك في عندهم ماكينة طبع دولار الله يحميلك ذكاك 😂😂😂😂و انا هلأ حد جريدة النهار اذا عندك جرأة تنزل,[]
حد علمك ؟ ما كنت محزب بحياتي و ما استفدت من الاحزاب باي مشروع بحياتي و كنت قريب اكيد بس صرلي سنوات بعيد بس انت عم بتقول انه اي مواطن لبناني كان عندو اي ارتباط ما بيحقلو يثور ؟,[]
الله يقويك,[]
مسكين . اسأل بجاوبك انا مش مخبى ورا شي و بلبنان من خمسين سنة مش من الالفية التانية و والدي من مؤسسي تلفزيون لبنان و البلد بيفتخر في و جنسيتي التانية يللي بحملها هي الجنسية تلاردنية بالرقم تلوطني و لا املك اس اوراق ثبوتية فلسطينية ، انت شو وضعك ؟؟ عربي من الاساس ؟,[]
و الاحزاب يللي حضرتك بمثلوك و اختاروا هالحكومة ما نهبوا البلد ٣٠ سنة انا عامل ثورة على التنين انت عامل ثورة ضد بلدك يتحرر من الفساد,[]
انا ما في حولي بالشارع الا الثوار الحقيقيين مش الاحزاب يللي اختاروا هالحكومة هني نفسهم يللي كانوا متحالفين مع هالاخزاب بنفس الحكومة؟,[]
حتى ما تحرج حالك و اكيد ما حدا افضل من يللي بالمخيمات الله يصبرهم بس حتى هني ما بيتخبوا ورا اسماء وهمية,[]
ما فهمت بدك ابعتلك هويتي اللبنانية بدون ما انكر اكيد اصولي بس شو خص هاي بوطنيتي و لبنانيتي و اديه جوابك ما دخله بالحديث و ليه مخبى اسمك,[]
الكرامة على الفقير و الغني و بعد ٣٠ سنة بعدك مقتنع انه نفس الناس بينقذوا البلد ما فيي الا قلك الله يوفقك و انشالله بتضل عايش نفس العيشة يللي عايشها,[]
انت يمكن عندك كهرباء و مي و بالبنك وضعك منيح بس بالثقة او لا مخبايين من شعبهن ورا حيطان و فايتين مخبايين . انشالله ولادك ما يسألوك شو عملت فيهم متل ما سألونا و ما تندم بعدين ليه قبلت بالعيشة بلا كرامة,[]
كل نائب رح ينزل على المجلس بكرا حيكون مذلول مخبى من شعبه هربان بالعتمة نايم بغرفة او مكتب بلا كرامة . هلقد الكرسي بيغري؟ هلقد السلطة و السرقة بتخليكن توصلوا ليستحوا فيكن ولادكن ؟ يا نواب الامة و الشعب.,[]
قرفنا ...منكن. #انا_خط_احمر #لبنان__ينتفض pic.twitter.com/bXKgYXvkUE,"['#انا_خط_احمر', '#لبنان__ينتفض']"
اذا بعد كل هالحديث للمطران عبد الساتر الشعب ما استوعب بعد انه صار لازم يستقيل و يترك الدور للرؤساء ليجربوا يبنوا بلد بكون شعب بلا مخ #المخ_خط_احمر #انا_خط_احمر #لبنان_ينتفض,"['#المخ_خط_احمر', '#انا_خط_احمر', '#لبنان_ينتفض']"
في ناس عندها رحمة عالكلاب اكتر من رحمة زعماء بلدنا على شعبهم. اديه عنا ولاد ميتين برد و ما في مين يغطيهن #انا_خط_احمر #لبنان_ينتفض https://twitter.com/turk0post/status/1226230051001249793 …,"['#انا_خط_احمر', '#لبنان_ينتفض']"
لا و لن نثق بحكومة قراراتها تأتي من مقرات زعماء نفس الاحزاب التي اوصلت البلد الى الافلاس #لا_ثقه #انا_خط_احمر #لبنان_ينتفض,"['#لا_ثقه', '#انا_خط_احمر', '#لبنان_ينتفض']"
الله يسامحنا شو عملنا ... pic.twitter.com/pTybWy4DTl,[]
لا غير عائلة تماما .,[]
بكرا عندي عشا بكسروان ، شو بعمل؟ يجوا جماعة زياد اسود يقولولي انت من بيروت شو جاية تعمل بكسروان ؟ معقول سعادة النائب الآدمي بيعمل ورقة تسهيل مرور ؟ او تعريف على الاقل او خلص بلغي العشا ؟ #انا_خط_احمر #لبنان_ينتفض,"['#انا_خط_احمر', '#لبنان_ينتفض']"
#NewProfilePic pic.twitter.com/I7w3hPW9n6,['#newprofilepic']
اكتر من مليارين و نصف دولار استحقاق اليورو بوند للدفع خلال شهر نيسان .الحكومة اعلنت عن دفع المستحقات الخارجية و اخطر ما في الموضوع انها رح تكون على حساب الشعب و من امواله بالمصارف و شح اكبر للعملة الاجنبية بالبلد و نحنا عم نشحد لنأمن تحويلات الدوا و المواد الاولية . هيدا اجرام .,[]
هالحكومة متل لعبة الليغو ،اغلب القطع صح تركبوا بالمحل الغلط طلعلنا لعبة مشوهة . بس الفرق انه اللعبة بتكبها و الوطن بتخسره . مثلا طلع وزير الصناعة من اهم خبراء الاتصالات ، يعني بكرا الانترنت بتصير متل النار بالمصانع !!!! ووقحين لدرجة انو عم يطلبوا فرصة . #انا_خط_احمر #لبنان_ينتقض,"['#انا_خط_احمر', '#لبنان_ينتقض']"
 pic.twitter.com/6TFRo7MCFL,[]
النظام سيسقط.هذا امر محتوم.و لكن متى؟اليوم او غدا او بعد عام او عامين و لكنه ساقط ساقط لأن الشعب في الثورة و عند الاحزاب اصبح واعيا لحجم الفساد و النهب الذي ارتكب بحقه.و يبقى الخوف ان يترك لنا بلدا مفلسا في حال انهيار كامل قبل ان يرحل .#لبنان_خط_احمر #انا_خط_احمر #لبنان_ينتفض,"['#لبنان_خط_احمر', '#انا_خط_احمر', '#لبنان_ينتفض']"
اذا السؤال ليه ما بدنا نعطي الحكومة فرصة ؟عطينا فرص لسنين طويلة و اليوم البلد على آخر نفس و بحالة شبه موت سريري و بحاجة لاهم دكتور اختصاصي بالعالم و ما عندو الا فرصة واحدة . كيف يعني بدي اقبل اعمله حقل تجارب و اتفرج عليه و هو عم بموت ؟#لبنان_خط_احمر #انا_خط_احمر,"['#لبنان_خط_احمر', '#انا_خط_احمر']"
بس فكروا ، اذا فكروا ،ليه مثلا وزارة الثقافة و الزراعة ووزارة البيئة و التنمية الادارية صعبة تكون وزارة الاعلام و الثقافة و وزارعة البيئة و الزراعة ؟ما خطرت ؟ او المحاصصة هيك بدها و الرئيس المكلف بس تنفيذي؟,[]
حسان دياب .البلد عم ينهار و انت بسابق اصرار دقيت اخر مسمار بنعشه كرمال يقولولك دولة الرئيس . بعت شعب و تخليت عن وطن . هيك رح يذكر التاريخ . #القرار_للشعب #انا_خط_احمر #لبنان_ينتفض,"['#القرار_للشعب', '#انا_خط_احمر', '#لبنان_ينتفض']"
حكومة مرفوضة قلبا و قالبا . pic.twitter.com/JQPBcEFGFd,[]
دميانوس قطار كان مطلب الشعب الاساسي ، ذلوا و هو قبل الذل كرمال وزارة ، تنقل بكل الوزارات قبل ما يخلص بالبيئة ، بس وعدونا باختصاصيين و نفذوا و دميانوس سقط اكتر من الحكومة كلها #الشعب_خط_احمر #انا_خط_احمر #لبنان_ينتفض,"['#الشعب_خط_احمر', '#انا_خط_احمر', '#لبنان_ينتفض']"
 pic.twitter.com/dE55dDszaP,[]
فشلتوا سنوات طويلة و اوصلتوا للبلد للانهيار و اليوم رفضتوا تعطوا لبنان فرصة انقاذ لتكملوا المحاصصة و ملفات السرقة بدل ما تشكلوا حكومة مستقلة تستعيد ثقة الشعب و المجتمع الدولي . سلطة بتحتقر شعبها مصيرها الزوال و الحكومة مرفوضة و مصيرها متل يللي قبلها #الشعب_خط_احمر #انا_خط_احمر,"['#الشعب_خط_احمر', '#انا_خط_احمر']"
توقعنا كل شي من السلطة بس انه يضيعوا وقتهم باجتماع بعبدا الامني ببلد عم ينهار ليطلع معهم انه نحنا بمجموعة انا خط احمر عم بنمول الشغب؟ نحنا اعتمادنا على القوى الامنية بس من حريص على الوطن الجهاز يللي قدم هالمعلومة لازم دراسة كل وضعه من الاساس . #الامن_خط_احمر #لبنان_ينتفض,"['#الامن_خط_احمر', '#لبنان_ينتفض']"
بعدهم باجواء تبادل الافكار الشباب ، البلد مرتاح بيحمل و لا هم على قلبهم #القرار_للشعب #انا_خط_احمر pic.twitter.com/FSilkjAL4x,"['#القرار_للشعب', '#انا_خط_احمر']"
من المستحيل ضبط الشارع وقت نقول لشعب جائع انه تم نهبه و سرقته وانه معروف مين سرقها بس حيبقى عم يسرقها والحل بحكومة انقاذ بس ما في حكومة انقاذ و بيعرفوا ولادو جوعانين بس مش فارقة معن و مكملين و يدق راسو بالحيط . انا ضد العنف و خاصة انه الشعب مقسوم بس شو الحل؟ميف بنقنع الناس؟,[]
المش مقبول هو يللي عم ينعمل بالناس من الاحزاب الحاكمة,[]
جديا ؟؟؟؟ عم بتحطوا عنصر  من عندكن سحب السلاح على الناس بالطوارئ؟لازم تعملوا ثورة ضد العبقري يللي بيكتب بهالصفحة . بعدين هيدا  تهجم ؟ انتوا شايفين الضرب يللي اكلوا الثوار بعد اعتقالهم ؟,[]
جديا في ناس مصدومة ليه صار هيك اليوم ؟ جديا في ناس عم بتقول ليه فقد الشعب اعصابه ؟ جديا بعد في ناس عندها أمل بالعصابة الحاكمة يللي عم تتفرج على مواطنينها عم ينذلوا كرمال ٢٠٠ دولار و هني عم يتخانقوا على وزير ؟جديا بعد في ناس بلبنان بتلحق زعيم و ضميرها مرتاح ادام ولادها ؟,[]
انا بعدني مصر حافظ على التهذيب بصفحتي بس يا ريت هالرؤساء و الوزراء و المسؤولين يللي عم بصرحوا الليلة يسدوا نيعن .,[]
برأيك هي بيروت المقصودة ؟ طب شو بيعملوا بيبنوا مجسم لمجلس النواب و السراي الحكومي بجونية و بهاجموهن ؟ يعني ثورة اوكرانيا عملوها بالضيعة ؟ ثورة مصر مش بالقاهرة كان مركزها ؟ ثروة فنزويلا ؟ ارجنتين ؟ تونس؟ هاي العاصمة و المركز  في ناس عندها يأس وولادها جوعانين,[]
بلد انسرق و شعب انهب وولاد بردانين و جوعانين و ما في بواب بوزارة نحط بالحبس و بقولولك ليك هالازعر كيف عم يكسر الشجرة .في ناس لازم تنعدم بالآخر بساحة الشهداء بتهمة الابادة الجماعية #القرار_للشعب #انا_خط_احمر,"['#القرار_للشعب', '#انا_خط_احمر']"
البلد مقسوم بين يللي قرر يرفض ينسرق و بين يللي اذا زعيمه عم يسرقو على قلبه احلى من العسل. مجلس النواب هو مصدر كل السلطات بالبلد و كان فقط مصدر الفساد،الحل انه الشعب يقرر شو بدو من خلال تحديد موعد للانتخابات بعد ما وصلنا لطريق مسدود و يحكم الربحان #القرار_للشعب #انا_خط_احمر,"['#القرار_للشعب', '#انا_خط_احمر']"
بلد عم ينهار و شعب عم بجوع و قرروا يوقفوا تشكيل الحكومة لأن الحزب القومي قرر فجأة انه بدو وزير و جمدوا  تشكيل حكومة اصلا مرفوضة من الشارع . بعد في فتافيت للشعب كمان بدهم يتخانقوا على سرقتها و مصدومين من الشغب؟#القرار_للشعب #انا_خط_احمر,"['#القرار_للشعب', '#انا_خط_احمر']"
المعركة اليوم في مكانها الصحيح ، الحكومة و المجالس و المصارف و مصرف لبنان هم ادوات للسلطة يملكون التشريع من مجلس نواب افرزه نظام طائفي وضع لحماية الفساد. المعركة هنا ، بدايتها و نهايتها .#القرار_للشعب #انا_خط_احمر,"['#القرار_للشعب', '#انا_خط_احمر']"
الشغب اليوم شرعي بالكامل ، الثوار قرروا الشغب و لم يسيروا وراء بعض زعران الاحزاب ، الوضع لا يطاق، محتلو البلد في السلطة اعلنوا ان شعبهم مجرد رقم و هم الحاكم الاعظم و هميختبوؤن في منازلهم.كل نقطة دم تسال اليوم من الطرفين هي برقبة كل مسؤول في السلطة #القرار_للشعب #انا_خط_احمر,"['#القرار_للشعب', '#انا_خط_احمر']"
بدنا نعمل استفتاء كيف بحب الشعب اللبناني تكون الثورة ، ايا يوم ، شو بنلبس يمكن مش حاببين ستايلنا ، بس لازم نستعجل لأن معقول اذا تأخرنا ما يعود في كهرباء و انترنت لنعرف النتايج ، انا كرمال نخدمكن احسن يعني #انا_خط_سريع #لبنان_ينتفص,"['#انا_خط_سريع', '#لبنان_ينتفص']"
قومي يا بيروت قومييييييي pic.twitter.com/KEtE4pfFu7,[]
 pic.twitter.com/2JLkToUyHp,[]
انا بغضب مش ورا حدا نحنا بالصف الاول مش احزاب السلطة,[]
خايف على الثورة من الثورة اكتر ما خايف عليها من السلطة #انا_خط_احمر #لبنان_ينتفض,"['#انا_خط_احمر', '#لبنان_ينتفض']"
#اسبوع_الغضٰب #انا_خط_احمر #لبنان_ينتفض pic.twitter.com/MgKT6oaXCE,"['#اسبوع_الغضٰب', '#انا_خط_احمر', '#لبنان_ينتفض']"
دخلكن، انتوا جماعة السلطة ، و مين عم بدافع عنكن ، وقت تسمعوا بال٢٠٢٠ ناس عم بتطالب بكهرباء و مياه و طبابه و طرقات و هيك بتحسوا بشوية خجل؟ طب ادام صحابكن برا بس يسألوكن ؟ نحنا صحابنا يللي برا بس يسألونا ليه بلدنا متخلف بنخبرهم عنكن انتوا شو بتجاوبوا؟,[]
هلكتونا انه انطفت الثورة و راحت و خلصت و نحنا نقول بعدا موجودة و صار بدكن تكملوا محاصصة و سرقة .طب عم بنقلكن بعدها موجودة و اقوى من قبل و اليوم عم بتشوفوا و الاسبوع مكمل بغضب اكتر ما بتتصوروا . هيك مبسووووطيييييين؟#الثورة_خط_احمر #انا_خط_احمر #لبنان_ينتفض,"['#الثورة_خط_احمر', '#انا_خط_احمر', '#لبنان_ينتفض']"
وزارة الخارجية و المالية عم يتخانقوا مين اهبل من التاني . خلص ارتاحوا ، هبل اد بعض و بيهبلكن تبهدلنا بكل العالم بس المهم انتوا تخلوا بعبقريتكن وزارة المال معكن و انتوا تخلوا بذكاكن وزارة الخارجية و وزارة الطاقة بالحكومة الجاية و ما اهبل منكن الا شعب صرلو ساكت خاضع سنين .,[]
البلد الى انهيار و الشعب الى مزيد من الجوع و الخدمات الى تدهور كامل و هم يريدون المحاصصة و الابقاء على وزارات فشلوا في ادارتها لسنوات طويلة ليستكملوا ملفات النهب . قمة الوقاحة #انا_خط_احمر #لبنان_ينتفض,"['#انا_خط_احمر', '#لبنان_ينتفض']"
خطاب اصحاب السلطة و احزابها عن انهم غلطوا آخر سنين بس فهموا غلطهم و رح يرجعوا يجربوا يصلحوا قمة الوقاحة . البلد انهار بسبب شو عم بتسموا اغلاط و هو سرقة و نهب عن سابق اصرار بس افترضوا غلط ، و من وراكن البلد انهار ، كيف يعني عفى الله عما مضى؟ اديه فيكن توصلوا بالعهر؟ #انا_خط_احمر,['#انا_خط_احمر']
الثورة تنتصر . لبنان٢٠٢١ #انا_خط_احمر #لبنان_ينتفض pic.twitter.com/lCE5v2wcy4,"['#انا_خط_احمر', '#لبنان_ينتفض']"
لا بلا فهم بالخالص حل عني بشرفك,[]
و بقايل الكل و بتشرف سمعهن الحكي يللي سمعو على الاقل عندي الجرأة احكي بوجهن,[]
و ما تغمز نحنا مش تبع الغمز كل البلد بيعرف اني قعدت معه يا حدق,[]
والله حابب اعرف و كون اكيد اني مش متلك و ما بخبي و كل الناس بتعرف وين بروح و بجي و اذا قصدك زيارة جبران كمان جكيت عنها بالاعلام و هو طلب يسمع رأي و سمعو من الاول للاخر بدون كفوف و لساعة و نصف و اكيد اذا بيعطيك موعد او بيحكي معك بقلك نفس الشي حبيبي نحنا غير انت ما بنخاف و ما بنخبي,[]
شكلك كتير من اجوبتك و بتحداك تحط اي شي بغبر على صرمايتنا هون بس انت متل معلمينك عايشين على اتهام الناس و قت تفشلوا بالدفاع. وقت بدك تثول ناطرك,[]
جوابي لحضرتك متل جوابي لكل يللي ردوا على صفحتك انشالله بتبقوا عايشين نفس العيشة يللي عايشينا انتوا و عائلاتكن اليوم طالما مبسوطين و بالنسبة للسياسيين تفضل قول انا ما بحياتي تخبيت و بجاوب و ما استزلمت او فرق معي شي يعرف شو بدي و يللي بحكي هون من اول يوم بحكي مع كل السياسيين . تفضل,[]
كلك ذوق شكلك بتمثلي السلطة بكل فخر,[]
مجددا نحنا الغنم و نحنا مخربين و انشالله بتبقوا كل حياتكن عايشين العيشة يللي عايشينها هلأ و تورثوا ولادكن بلد متل ما هو هلأ,[]
انشالله بتبقوا عايشين متل ما عايشين اليوم هيدا ردي الوحيد,[]
جوابي واحد انشالله تبقوا عايشين متل ما انتوا عايشين اليوم و تسمعوا ولادكن كيف رح يسبوكن ليل نهار على هالعيشة او تبكوا وقت يهاجروا قرفانين و تقولوا يا ريت وعينا بيوم من الايام,[]
انا مش مقاول و لا بعمري اشتغلت مقاولات و لا بعرف عنها بس هيك انتوا بتحكموا على الناس و بتصور هاي لوحدها دليل اديه بتحكوا صح و بتفهموا انه عملتوني مقاول 😂😂😂😂😂😂,[]
تكرم,[]
انا جاوبت يللي اتهمني و ايه في ناس بعد عندن وطنية بالبلد صدق مش كلن متل ما مفكر و بضحوا مرمال ولادن و عيب نضل عم بنقول عن حالنا ما بنعمل شي الا مدفوع نحنا شعب بعد عندو كرامة مرات بفكر انه الجواب الوحيد على كل يللي انتقدوني هلأ انه انشالله تبقوا عايشين متل ما كنتوا عايشين,[]
اي واحد بنلحقه بلا تفكير بس بزعل انه شعبنا بعدو هيك و مش شايف الزريبة يللي معيشيننا فيها,[]
خبرني عن مقاولاتي يا عبقري لانني مش سامع فيها . انتوا شعب صرلكن سنين مدعوس بالصرماية و حتبقوا و ما في امل نقوم حنبقى هيك مذلولين مدعوسين محكومين لك ما بتستحوا تدافعوا عن حكامكن و انتوا بزريبة بعيشوا احسن منا و انشالله بضل كل هالشعب عايش بهالزريبة ما بيستاهل احسن اصلا,[]
مش ملاحظ انك عم بتدافع ببوست عم يتهمني اني حرامي ؟؟؟,[]
ادين ايلي فرزلي انه كان ساكت و متخالف مع كل يللي بلسانهم اعترفوا بسرقة البلد و غطى عليهم هلأ حصته ب IBL bank ما رح احكي فيها,[]
على الاقل بفتخر انني عم حاول مش قاعد بالبيت تحت صورة معلمي بس ما فيي شوفها لان ما عندي كهربا او نضفها لان ما عندي مي,[]
😂😂😂😂😂😂😂اديه سخيف انت بس مهضوم و اديه بوستاتك هبلة ؟ و اديه مفكر كل العالم متلك او مصلحجية او بدها معلم تلحقه لانها بتخاف تعيش بلا معلم ؟في بهيدا البلد ناس بتحب بلدها و ما بدها تكون غنم  . بعرف صعب تفهم هالشي بس بيوم من الايام يمكن تفهم #لبنان_ينتفض #انا_خط_احمر,"['#لبنان_ينتفض', '#انا_خط_احمر']"
